"STATISTIC","Statistic Label","TLIST(M1)","Month","C03788V04538","County","UNIT","VALUE"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","23.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","31.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","22.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","31"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","9"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","12"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","22"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","12"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","12.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","19.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","IE0","Ireland","Weeks","19.4"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","23.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","26"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","11.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","26.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","19.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","24"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","23"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","21.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","12.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","23.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","14.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","20.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202212","2022 December","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","IE0","Ireland","Weeks","21.2"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","24.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","18.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","28"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","14.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","30.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","28"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","20.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","26.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","24"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","20"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","10"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","12"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","11.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","22"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","16.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","24"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","33"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","11.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202301","2023 January","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","22"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","IE0","Ireland","Weeks","20.2"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","24"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","27"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","13.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","30.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","16.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","29"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","27.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","22"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","22"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","10.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","20.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","15.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","35"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","10.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202302","2023 February","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","21.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","IE0","Ireland","Weeks","21.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","22"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","30"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","32.4"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","16.6"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","31"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","20.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","23"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","23"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","23.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","24"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","23"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","10"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","12"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","16.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","26"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","30"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","13.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202303","2023 March","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","22.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","IE0","Ireland","Weeks","22.4"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","24.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","27"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","31.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","16.2"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","31"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","23.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","26"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","26.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","24"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","24"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","14.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","22.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","24.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","26"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202304","2023 April","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","22"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","IE0","Ireland","Weeks","23.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","26"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","28.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","28"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","20"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","34.4"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","13.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","28"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","32"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","20"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","28"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","28"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","20"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","13.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","22.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","17.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","26.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","32"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202305","2023 May","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","21.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","IE0","Ireland","Weeks","26"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","24.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","31.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","26"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","29"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","24.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","37"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","19.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","27"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","29.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","37.5"
