"STATISTIC","Statistic Label","TLIST(M1)","Month","C03788V04538","County","UNIT","VALUE"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","20"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","12"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","20"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","27"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","19.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","16.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","12.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","IE0","Ireland","Weeks","16.9"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","12.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","20"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","11.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","21.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","17.2"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","26"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","26.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","12.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","9.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","15.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","16.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202402","2024 February","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","9"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","IE0","Ireland","Weeks","15.6"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","10.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","16.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","12.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","19.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","19.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","15.2"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","19.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","11.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","10"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","15.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","9"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","14.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","16.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","20"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202403","2024 March","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","11.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","IE0","Ireland","Weeks","14.9"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","10"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","16.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","10.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","17.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","18.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","14.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","24"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","16.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","13.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","12"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","10"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","14.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","9"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","14.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","14.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202404","2024 April","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","IE0","Ireland","Weeks","15.6"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","12"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","15.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","14.2"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","22"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","16.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","13.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","13.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","15.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","15.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","15.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202405","2024 May","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","IE0","Ireland","Weeks","15.6"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","15.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","13.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","17.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","14.2"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","22"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","17.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","12.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","15.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","15.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","14.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202406","2024 June","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","IE0","Ireland","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","17.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","18.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","18.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","15.4"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","24"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","15.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","22"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","18.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","16.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","16.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","14.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","16.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202407","2024 July","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","IE0","Ireland","Weeks","17.9"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","18.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","24.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","18.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","16.4"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","18.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","22"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","22"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202408","2024 August","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","17"
